"","retweeter","retweeted"
"30608","ettacetera","AFLCIO"
"30609","SaBVia22","SenSanders"
"30610","gingergraceb","SenSanders"
"30611","CynthiaMN5","SEIULocal1"
"30612","mennekinpis","NewsHour"
"30613","elisha1022","mjr9201"
"30614","ArcticFox_am_I","JCL_VT"
"30615","micstrongarm","SenWarren"
"30616","BryceWoznak","SenSanders"
"30617","JenDinnj","embraceliberdom"
"30618","Faith_Musonda","SenSanders"
"30619","BretAM5","jessekb"
"30620","joencan","SenSanders"
"30621","ArcticFox_am_I","JCL_VT"
"30622","TheLukasKrycek","scrowder"
"30623","ettacetera","chifightfor15"
"30624","siobhanlockhart","bradlander"
"30625","CynthiaMN5","ValarieLong13"
"30626","StreetFighta02","SenSanders"
"30627","BostonUnionCity","RaiseUpMA"
"30628","EyeOnTheWorld","Shimmyfab"
"30629","mod_regime","chifightfor15"
"30630","ettacetera","chifightfor15"
"30631","bear_oyo","EdmondScofield"
"30632","mlissabos","SenWarren"
"30633","kf4bef","SageSach"
"30634","Eng_Observer","M_Star_Online"
"30635","MarianneHaran","scrowder"
"30636","ajbuckner85","EdmondScofield"
"30637","JoshThorne","EconomicPolicy"
"30638","Schairvo","tomkawczynski"
"30639","1000woodducks","SenWarren"
"30640","lawneham","SenSanders"
"30641","TimFlobug","chifightfor15"
"30642","LongfellowJean","UR_Ninja"
"30643","VA4DJT","Shimmyfab"
"30644","irvingszoo","SenWarren"
"30645","samatha_duncan","Marc_Perrone"
"30646","LongfellowJean","MarquieArt100"
"30647","cykelly1718","SenWarren"
"30648","ettacetera","SenSanders"
"30649","codeblueberry","scrowder"
"30650","MaryAnnMwriter","EconomicPolicy"
"30651","hug_master","EconomicPolicy"
"30652","kristieburchit","democracynow"
"30653","taymagoo","SenSanders"
"30654","McCaffertyAdams","chifightfor15"
"30655","KrysEmlyn","EconomicPolicy"
"30656","pgrandee10","GoodAirports"
"30657","anconventionul","SenSanders"
"30658","annepaezNOLA","TheMarkRomano"
"30659","Detcookieman74","chifightfor15"
"30660","homagetoamerica","TheRebelTV"
"30661","BostonUnionCity","Wallski775"
"30662","cwabobmaster","bradlander"
"30663","tiniknows","SenSanders"
"30664","BadgerStew","EconomicPolicy"
"30665","Pkmtm","rdnaylor"
"30666","ettacetera","democracynow"
"30667","bbix9","EconomicPolicy"
"30668","SDReyley","SenWarren"
"30669","marxismocritico","Marc_Perrone"
"30670","FashionHitList","SenWarren"
"30671","ettacetera","EBONYMag"
"30672","mrmomolad","DerenicByrd"
"30673","concerned_chi","ChatRevolve"
"30674","marxismocritico","MaryKayHenry"
"30675","70torinoman","buell003"
"30676","kweerious","GoodJobsNation"
"30677","mateoalthaus","Fightfor15LA"
"30678","ettacetera","SOPublicSchools"
"30679","anthonyzenkus","misszanette"
"30680","joe_congress","seiu_uhw"
"30681","bitchien_","SenSanders"
"30682","_MaFoi","NewsHour"
"30683","mateoalthaus","Fightfor15LA"
"30684","BostonUnionCity","FacForwardMA"
"30685","rwilliamsCA","seiu_uhw"
"30686","jelanko","SenSanders"
"30687","marxismocritico","32BJSEIU"
"30688","ashmasterrr","SenWarren"
"30689","Hitchycock","EconomicPolicy"
"30690","GideonHenry","LawlessPirate"
"30691","AcaEsteLoco","_ThatGuyT"
"30692","Simplexes","lnvestorpreneur"
"30693","BostonUnionCity","NEJewishLabor"
"30694","KinslerME","DFAaction"
"30695","delaney_lemon","ChrisMurphyCT"
"30696","Forbrydelsenfan","misszanette"
"30697","AwesomeForever","NewsHour"
"30698","WEHAVEAFUTURE","32BJSEIU"
"30699","Popcornpawpads","NorCalFF15"
"30700","nuggiano1","altageno"
"30701","KevinBlack99","caroljsroth"
"30702","Quanellxdoofus","EdmondScofield"
"30703","SusanHenshaw50","SenWarren"
"30704","ShermanTom","SenWarren"
"30705","gumiran12","EconomicPolicy"
"30706","Popcornpawpads","Fightfor15LA"
"30707","mstrbass2000","raider_truth"
"30708","ettacetera","zachhaller"
"30709","eventhorizon451","SenWarren"
"30710","NBAcouchside","Boston_DSA"
"30711","BostonUnionCity","SenWarren"
"30712","ScotsFyre","DrSueDVM"
"30713","ettacetera","SenWarren"
"30714","keepingupwitKIS","SenWarren"
"30715","DixieSmarter","LouisianaBernie"
"30716","Kills_4_Thrills","Anewhomestar"
"30717","nonnagina2301","SenWarren"
"30718","CarlCarano","NewsHour"
"30719","DebraMMason1","altageno"
"30720","KRISPjeans","chifightfor15"
"30721","MarianneHaran","LawlessPirate"
"30722","kimsanjulian","TheFalsinator"
"30723","DantheTid","caroljsroth"
"30724","AlvisTonbridge","_ThatGuyT"
"30725","DeplorableJayon","MrSilenceDo"
"30726","kweerious","annette_bern"
"30727","vsade","SenWarren"
"30728","ArcadeKnight96","_ThatGuyT"
"30729","ettacetera","fightfor15"
"30730","uhohitscristina","SenWarren"
"30731","YelloPaddedCell","TheMarkRomano"
"30732","BostonUnionCity","MassJwJ"
"30733","buell003","buell003"
"30734","ettacetera","fightfor15"
"30735","UFWupdates","MiFamiliaVotaCA"
"30736","UncertainSound","UR_Ninja"
"30737","wyshwash","SenWarren"
"30738","ettacetera","chifightfor15"
"30739","Westxgal","Shimmyfab"
"30740","BostonUnionCity","32BJSEIU"
"30741","housingrightsSF","annette_bern"
"30742","jesseprice531","SenSanders"
"30743","VicJ_Mcdonald","TheMarkRomano"
"30744","_Jo5hy","ajplus"
"30745","randyn9559","NewsHour"
"30746","ettacetera","buell003"
"30747","housingrightsSF","SenWarren"
"30748","reenariffic","SenSanders"
"30749","housingrightsSF","stopsfevictions"
"30750","merrinator","SenSanders"
"30751","SeanLewandowski","raider_truth"
"30752","housingrightsSF","NorCalFF15"
"30753","hmc0212","SenSanders"
"30754","AllThingsNinja","SenWarren"
"30755","YelloPaddedCell","caroljsroth"
"30756","dkava76","_ThatGuyT"
"30757","MoyerHolly","RaiseUpMA"
"30758","nickmallory84","raider_truth"
"30759","SVRising","jwjnational"
"30760","pgrandee10","SenWarren"
"30761","nursevictoria11","UDWA"
"30762","Nu_Metal_Man","SenWarren"
"30763","JCD_Web8","SenWarren"
"30764","MoyerHolly","fightfor15mass"
"30765","MoyerHolly","SenSanders"
"30766","ktkjohnston","EconomicPolicy"
"30767","JohnHoare6","FastfoodRights"
"30768","SaVonniYestanti","RoguesFor"
"30769","pennypyro","cat_beltane"
"30770","housingrightsSF","SenSanders"
"30771","egolf09","SenSanders"
"30772","spielman_ginger","fightfor15"
"30773","penguinman2","MisterMetokur"
"30774","housingrightsSF","annette_bern"
"30775","sc1199","seiu_uhw"
"30776","ArtyVibes","EconomicPolicy"
"30777","garyalan82","ScottInSC"
"30778","sc1199","masseydaniel"
"30779","KateQueekn","SenSanders"
"30780","warrenforpres20","SenWarren"
"30781","govtweeter","SenWarren"
"30782","cjo582","SenWarren"
"30783","OzarkFinesseGuy","ChuckSailer"
"30784","Gremlinbroom","Fightfor15LA"
"30785","changeisneeded_","PCsBeard"
"30786","SinonLynx","EconomicPolicy"
"30787","Popcornpawpads","chifightfor15"
"30788","blackcelt13","SenWarren"
"30789","PixyPixl","SenWarren"
"30790","sparre_cyndi","ShaneBeasley1"
"30791","KinslerME","Fightfor15LA"
"30792","sherryp9","NewsHour"
"30793","1fourallfour1","SenWarren"
"30794","raffi_too","khalidCares"
"30795","JustinTyme5","SenWarren"
"30796","crazytimes73","SenWarren"
"30797","nonnagina2301","SenSanders"
"30798","Vi44","SenWarren"
"30799","Brigette_Eckert","SenSanders"
"30800","carabelle38","SenSanders"
"30801","Popcornpawpads","aMustReid"
"30802","l4nguyen","GusChristensen"
"30803","sc1199","SEIU2015"
"30804","bonomoam","SenWarren"
"30805","RobertOfAlberta","EdmondScofield"
"30806","mysteryelectric","RobinHoodTax"
"30807","sc1199","chifightfor15"
"30808","cmcrean","MassJwJ"
"30809","JWJSam","TallUnionGuy"
"30810","ubiquitousidiot","MisterMetokur"
"30811","lseefeldt3","SenWarren"
"30812","jung_lulu","SenSanders"
"30813","jomo32284","Just_a_Texan"
"30814","leebaker_","jonny_acorn"
"30815","chefrec","NilssonCarl"
"30816","Akibared126","SenSanders"
"30817","sc1199","javimorillo"
"30818","2kfb2","zachhaller"
"30819","LordSantiago1","1alyssakang"
"30820","_Anunnery","SenSanders"
"30821","LongfellowJean","Fightfor15LA"
"30822","Frisbeetarian","chifightfor15"
"30823","LongfellowJean","Fightfor15LA"
"30824","selmekki","RepDonnaBullock"
"30825","angelanoel99","SenSanders"
"30826","KinslerME","SenWarren"
"30827","BrianLaPierre","MassJwJ"
"30828","BrianLaPierre","MassJwJ"
"30829","Tlechuguita","SenSanders"
"30830","EmmaMKoen","SenSanders"
"30831","LordSantiago1","chifightfor15"
"30832","BrianLaPierre","RaiseUpMA"
"30833","LawrenceBromden","chifightfor15"
"30834","BTanner15","MattWalshBlog"
"30835","SaVonniYestanti","MassJwJ"
"30836","Boston_DSA","SOPublicSchools"
"30837","DShorb","SEIU2015"
"30838","BrianLaPierre","JessJTang"
"30839","BADGALCHIC335","EricaPayneAP"
"30840","RealWolfBadger","HexThe2nd"
"30841","prof_falconian","JamieEldridgeMA"
"30842","awwbecker","SenWarren"
"30843","AuraxrCabral","AFLCIO"
"30844","NOLABOOKFAIR","chifightfor15"
"30845","BonnieSue05060","SenWarren"
"30846","JockBuster","chifightfor15"
"30847","whatisarizona","SenSanders"
"30848","domoyo404","SenWarren"
"30849","KathyCo96040575","ChrisMurphyCT"
"30850","lux713","SenSanders"
"30851","CaptainTyman","SenWarren"
"30852","StretchABCoInc","EliseYost"
"30853","cmcrean","FacForwardMA"
"30854","jofraw","LeahRBoss"
"30855","AvanAdni","TheMarkRomano"
"30856","thebeanwholived","SenWarren"
"30857","TTorr3s_","SenSanders"
"30858","madeline_said","Show_Me15"
"30859","SaVonniYestanti","mjr9201"
"30860","cmcrean","fightfor15"
"30861","YungRockyBoa","lnvestorpreneur"
"30862","LordSantiago1","SenWarren"
"30863","RitchieJodi","PCsBeard"
"30864","TheOHrevolution","SenWarren"
"30865","AnaliFirst","fightfor15"
"30866","Flavors_F","EconomicPolicy"
"30867","tamekasaysitall","EBONYMag"
"30868","sammicyrus","EconomicPolicy"
"30869","NoBigGovDuh","SenWarren"
"30870","ofwgktaylor","SenSanders"
"30871","hume_g","fightfor15"
"30872","LivingOnChi","fightfor15"
"30873","ojoscriollos","RBreezi"
"30874","Syndarr","EconomicPolicy"
"30875","7bugglettes","SenWarren"
"30876","Ayoloser","jobhaver"
"30877","NellieBragg","SenWarren"
"30878","SaVonniYestanti","angorki"
"30879","bwaxman","32BJSEIU"
"30880","Merino90210","Fightfor15LA"
"30881","MassNurses","unitehere"
"30882","ty2010b","EdmondScofield"
"30883","DiaperBoyMikey2","TheMarkRomano"
"30884","GohnEric","SenWarren"
"30885","JDog221973","PCsBeard"
"30886","jennyfrky","fightfor15"
"30887","nomartha1","EconomicPolicy"
"30888","RodoWithAMoto","altageno"
"30889","IIBenWB","SenWarren"
"30890","JoeWiederhold","misszanette"
"30891","disruptivedigit","LeeMAGArs"
"30892","DShorb","Fightfor15LA"
"30893","inforenique","SenWarren"
"30894","egibss","MattWalshBlog"
"30895","Delfinator11","SenSanders"
"30896","JuandeanW","emrutherford90"
"30897","maurice_etc","SenWarren"
"30898","MIA_Victor613","SenSanders"
"30899","DShorb","Fightfor15LA"
"30900","charlea2much","EconomicPolicy"
"30901","CadeBursell","chifightfor15"
"30902","ajbegaye15","AMillennialMind"
"30903","ltbuchanan99","ChrisJZullo"
"30904","Youngwildtweets","DerenicByrd"
"30905","ALBDamn","UR_Ninja"
"30906","LShrug","Flintlox"
"30907","gibunnys","P4WF"
"30908","LongfellowJean","fightfor15"
"30909","charlea2much","chifightfor15"
"30910","ashleyheatx3","SenSanders"
"30911","M_Richardson42","marklar1969"
"30912","EndoAmbassador","MarisaKendall"
"30913","12345kury","AMillennialMind"
"30914","OurRevolution","SenWarren"
"30915","CynthiaMN5","chifightfor15"
"30916","kerryav5","JessLivMo"
"30917","greenfield855","BernieCrats1"
"30918","garcialesterj","SEIULocal99"
"30919","kantpunch","SenSanders"
"30920","kgbbz10","jessels46"
"30921","HuskerPower811","ShaneBeasley1"
"30922","charlea2much","JessLivMo"
"30923","molopez","Fightfor15LA"
"30924","BiDemonsSmoking","SenWarren"
"30925","suzwoehrle","javimorillo"
"30926","StrictOppositio","_ThatGuyT"
"30927","SOFRASER04","SenWarren"
"30928","meesh_chatters","SenWarren"
"30929","JuandeanW","marklar1969"
"30930","ltbuchanan99","SenSherrodBrown"
"30931","ryan_w_enslow","EconomicPolicy"
"30932","PhilHaggerty","chifightfor15"
"30933","charlea2much","SenSanders"
"30934","KendallGarcia_","lnvestorpreneur"
"30935","_osquared","SenWarren"
"30936","charlea2much","EBONYMag"
"30937","joh53293471","JessLivMo"
"30938","whaleisme","MattWalshBlog"
"30939","kormantic","EBONYMag"
"30940","ResignRahm","JCL_VT"
"30941","Rockoman100","DemSocialists"
"30942","SEIU105","jbutler07"
"30943","brooke__lovee","scrowder"
"30944","Demos_Org","Fightfor15LA"
"30945","wopr_vs_skynet","michellemalkin"
"30946","Youngwildtweets","DerenicByrd"
"30947","karenzgoda","fightfor15"
"30948","TruthLiesWithUs","TheRebelTV"
"30949","brooke__lovee","rozinkaaa"
"30950","PaHouseDems","RepDonnaBullock"
"30951","mc1748","MarkRuffalo"
"30952","wopr_vs_skynet","_donaldson"
"30953","ShiraPiven","FastFoodForward"
"30954","jmingerson725","EconomicPolicy"
"30955","SaVonniYestanti","RachelAnneLevy"
"30956","Bart9955","chifightfor15"
"30957","JordanFATS","EmpireFiles"
"30958","leoluminary","misszanette"
"30959","PlatosCave2016","STKnutsen"
"30960","FKAstix","SenSanders"
"30961","OrpheusDescent","SenWarren"
"30962","SaVonniYestanti","megfred"
"30963","ltbuchanan99","EconomicPolicy"
"30964","SaVonniYestanti","Givemetheta"
"30965","sauceda_paul","SenSanders"
"30966","jonathanlace","SenSanders"
"30967","mc1748","SenSanders"
"30968","Priceyall_","chifightfor15"
"30969","seenandheard2o1","Fightfor15LA"
"30970","lybr3","Shimmyfab"
"30971","tulipsmg","SenWarren"
"30972","CitzAbroad4Bern","SenSanders"
"30973","EvelynGarone","ShaneBeasley1"
"30974","420luck","TheMichaelRock"
"30975","CitzAbroad4Bern","SenSanders"
"30976","ubiquitousidiot","_ThatGuyT"
"30977","whataworldwhata","ChrisJZullo"
"30978","SandyMSantiago","Shimmyfab"
"30979","SEIU","chifightfor15"
"30980","junemarie426","RaiseUpMA"
"30981","mattdamaz","LeeMAGArs"
"30982","BernieTampaBay","FightFor15FL"
"30983","rondoofstars","SenSanders"
"30984","WoobieTuesday","misszanette"
"30985","BradLathem","SenWarren"
"30986","sweetgreatmom","SenSanders"
"30987","SEIUhciimk","Show_Me15"
"30988","sorafellize","SenSanders"
"30989","Edison_Crawley","EconomicPolicy"
"30990","sallyeastman1","LibsNoFun"
"30991","simpostings","fightfor15"
"30992","heitmany","altageno"
"30993","CitzAbroad4Bern","SenSanders"
"30994","trisarasaur","EBONYMag"
"30995","GrnMtnWobblies","JCL_VT"
"30996","Luvnstuff2","SEIU2015"
"30997","frogsarelovely","UR_Ninja"
"30998","jajones338","michellemalkin"
"30999","CherishedSolace","EdmondScofield"
"31000","MiddleAgedDawn","UR_Ninja"
"31001","Hogan7241","FightFor15FL"
"31002","SchottFound","rinkuwrites"
"31003","LibsNoFun","altageno"
"31004","JBaca59","Fightfor15LA"
"31005","SteveBarthelmes","LibsNoFun"
"31006","lizzaruba","pragmactivist"
"31007","CaroleMyers","EconomicPolicy"
"31008","Hogan7241","mjr9201"
"31009","RobertRokdawg","EdmondScofield"
"31010","speedoholic","EconomicPolicy"
"31011","Zarrarsdq","ChrisJZullo"
"31012","OzarkFinesseGuy","ChuckSailer"
"31013","JALSA_boston","NEJewishLabor"
"31014","itsmetatertat","HenryRobins1"
"31015","m_duwel","SenWarren"
"31016","jezebelee","EconomicPolicy"
"31017","aliensasleep","fightfor15"
"31018","JALSA_boston","MoisheKavod"
"31019","IsotopeC14","thewobbleeffect"
"31020","Sonnylampria","SenSanders"
"31021","JudiLedgard","SenSherrodBrown"
"31022","cr_izel","SenSanders"
"31023","ChiperSoft","EconomicPolicy"
"31024","debrode","SenWarren"
"31025","AyeTeWacho","mjr9201"
"31026","CarrieJames8","SenWarren"
"31027","DamagedDollar","SenSanders"
"31028","RealNativeTaino","SenWarren"
"31029","LongfellowJean","Show_Me15"
"31030","JALSA_boston","CircleBoston"
"31031","wwredpepper","ChrisJZullo"
"31032","biedjaioepasie","SenSanders"
"31033","mmwlawtaos","KyleClauss"
"31034","JustBSemple","SenWarren"
"31035","KhamhouDet","_ThatGuyT"
"31036","12345kury","terrymendozer"
"31037","NOLABOOKFAIR","Show_Me15"
"31038","JALSA_boston","NEJewishLabor"
"31039","1alyssakang","CbowdenL"
"31040","pippenainteazy","SenWarren"
"31041","damnpamfromnamm","fightfor15"
"31042","jay_naples","ChatRevolve"
"31043","jaydutch","5StarsAllDay"
"31044","jasonemryss","TheDCSentinel"
"31045","SaVonniYestanti","glasscapitol"
"31046","Scared_2_Fart","PCsBeard"
"31047","LongfellowJean","FightFor15FL"
"31048","AwakeDeborah","caroljsroth"
"31049","donahuejm","ValarieLong13"
"31050","LongfellowJean","chifightfor15"
"31051","HipsterFeminist","SenWarren"
"31052","WordofTheDavid","SenWarren"
"31053","AustinDHoffman","Newsweek"
"31054","IAMDAVE_THEBIGD","scrowder"
"31055","Dimipace","SenSherrodBrown"
"31056","CaspersGamertag","SenSanders"
"31057","Coach_Melendez","buell003"
"31058","PattyFuncakes","_ThatGuyT"
"31059","wilson_divonte","SenSanders"
"31060","marmalique","NorCalFF15"
"31061","SmashEsquire","SenWarren"
"31062","CitzAbroad4Bern","MarkRuffalo"
"31063","redot2005","AlterNet"
"31064","CjdrJerry","michellemalkin"
"31065","GellerGelwick","ChuckSailer"
"31066","kennedycosgrove","SenSanders"
"31067","kauai999","GoodAirports"
"31068","1199mass","MassJwJ"
"31069","CuomoElia","AFLCIO"
"31070","Cherry_Hotaling","1alyssakang"
"31071","stripperluke","SenSanders"
"31072","UK88TL","EdmondScofield"
"31073","marcylauren","fightfor15"
"31074","wwssustainable","ILRF"
"31075","thegreatmandrew","pedos4trump"
"31076","amandaastroke","SenSanders"
"31077","Ms_MarisolS","JessJTang"
"31078","SaVonniYestanti","mjr9201"
"31079","SaVonniYestanti","FightFor15FL"
"31080","ajwottrich","ProjectFairness"
"31081","WBrittTreece","MattWalshBlog"
"31082","Quanellxdoofus","JoJo_LuvsDet"
"31083","Gremlinbroom","fightfor15texas"
"31084","strawberryheidi","fightfor15"
"31085","ReinTuinstra","32BJSEIU"
"31086","ProfPlum_MD","SenWarren"
"31087","Nutellaismykush","SenSanders"
"31088","RevMelanieNOLA","Show_Me15"
"31089","tommyjohnson44","PCsBeard"
"31090","BrianLaPierre","SOPublicSchools"
"31091","BrookeAChandler","SenWarren"
"31092","strawberryheidi","1alyssakang"
"31093","ChicagoJwJ","ValarieLong13"
"31094","Wilson46201","NorCalFF15"
"31095","TurkerNational","5StarsAllDay"
"31096","VintageStArt","JeffForeman2"
"31097","CCBS_MFranco","MattWalshBlog"
"31098","GailWadsworth","SenWarren"
"31099","RevMelanieNOLA","STLFacFwd"
"31100","DannyBallgame9","anastasiakeeley"
"31101","Bleedblue165","TheMarkRomano"
"31102","GoodAirports","fightfor15texas"
"31103","SaVonniYestanti","TheSecondLetter"
"31104","rickbkylex","michellemalkin"
"31105","ReinTuinstra","SenWarren"
"31106","Anarchyball","HexThe2nd"
"31107","ht4ecosocialism","Red_Tyne"
"31108","mc1748","FacForwardChi"
"31109","BostonProffitt","MattWalshBlog"
"31110","rustbeltrants","EconomicPolicy"
"31111","Cindycotton","SenSanders"
"31112","ReinTuinstra","AFLCIO"
"31113","SaVonniYestanti","mjr9201"
"31114","uncoloring","SenSanders"
"31115","rousseau_ist","buell003"
"31116","The_book_girl","Fightfor15LA"
